Project Code	Process ID	Sample ID	BIN	COI-5P Seq. Length	COI-5P Trace Count	COI-5P Accession	Image Count	Barcode Compliant	Flagged Record	Field ID	Museum ID	Collection Code	Institution Storing	Phylum	Class	Order	Family	Subfamily	Genus	Species	Identifier	Identifier Email	Identification Method	Taxonomy Notes	Sex	Reproduction	Extra Info	Notes	Voucher Status	Tissue Descriptor	Associated Taxa	Associated Specimens	Collectors	Collection Date	Country/Ocean	State/Province	Region	Sector	Exact Site	Lat	Lon	Elev	Elevation Precision	GPS Source	Collection Date Accuracy	Habitat	Sampling Protocol	Collection Notes
ASILO	ASILO240-17	CCDB-31122-E02	BOLD:ACP5635	658[0n]	4.0	MG968050	1	Yes			USNM ENT 01443128	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Stratiomyidae	Beridinae	Australoberis		USNM Curators												O.S.FlintJr	17-Feb-2001	New Zealand	Nelson			WN Otaki Forks, Tararua for seeps	-40.8583	175.238							
ASILO	ASILO241-17	CCDB-31122-E03		307[0n]	4.0	MG968115	1	No			USNM ENT 01443129	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Stratiomyidae	Beridinae	Benhamyia	Benhamyia straznitzkii	USNM Curators												O.S.FlintJr	20-Feb-2001	New Zealand	Nelson			WN Eastbourne	-41.275	174.908				-4.0			
ASILO	ASILO242-17	CCDB-31122-E04		307[0n]	4.0	MG967936	1	No			USNM ENT 01443130	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Stratiomyidae	Beridinae	Beridops	Beridops nigripes	USNM Curators												G.Barria, M.E.Irwin	21-Dec-1998	Chile	Santiago			Queb la Plata, 5 km West of La Rinconada de Maipu	-33.4984	-70.9042	400.0			-14.0		Malaise Trap	in cyn bottom
ASILO	ASILO243-17	CCDB-31122-E05		338[1n]	4.0	MG968174	1	No			USNM ENT 01443131	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Stratiomyidae	Beridinae	Berisina		Norman E. Woodley	nwoodley@sel.barc.usda.gov	Det Label (2017)											12-Jan-1972	New Zealand	Nelson			South Island, Lake Rotoiti									
ASILO	ASILO244-17	CCDB-31122-E06		0[n]	4.0		1	No			USNM ENT 01443132	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Stratiomyidae	Beridinae	Beris		USNM Curators												L.LeSage	16-May-1990	Taiwan				Shan-Lin-Chi, Nantou Hsien			1600.0			-7.0	Primary Forest	Yellow Pan Trap	
ASILO	ASILO245-17	CCDB-31122-E07		0[n]	4.0		1	No			USNM ENT 01443133	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Stratiomyidae	Beridinae	Chorispos		USNM Curators												L.LeSage	18-Apr-1990	Taiwan				Upper Palin, Taoyuan Hsien			1200.0						
ASILO	ASILO246-17	CCDB-31122-E08		302[0n]	4.0	MG967894	1	No			USNM ENT 01443134	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Stratiomyidae	Beridinae	Eumecacis	Eumecacis clavigera	USNM Curators												D.Pollock, L.Reichert	25-Dec-1990	Australia	New South Wales			Allyn River Forest Park, Dungog, 25 km Northwest			410.0			-7.0	Rainforest	Malaise Trap	Wet Sclerophyll
ASILO	ASILO247-17	CCDB-31122-E09		407[0n]	4.0	MG967808	1	No			USNM ENT 01443135	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Stratiomyidae	Beridinae	Exaireta	Exaireta siliacea	Norman E. Woodley	nwoodley@sel.barc.usda.gov	Det Label (2016)										A.Hiller	26-Oct-1989	Australia	Queensland			Mount Glorius National Park	-27.3167	152.783				-182.0			
ASILO	ASILO248-17	CCDB-31122-E10	BOLD:ADL0026	658[0n]	4.0	MG968141	1	Yes			USNM ENT 01443136	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Stratiomyidae	Beridinae	Hadrestia	Hadrestia aenea	USNM Curators												N.E.Woodley	12-Feb-1998	Chile		Llanquihue		Camutue	-41.2333	-72.2667	175.0						
ASILO	ASILO249-17	CCDB-31122-E11		307[1n]	4.0	MG967947	1	No			USNM ENT 01443137	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Stratiomyidae	Beridinae	Macromeracis	Macromeracis philippii	Norman E. Woodley	nwoodley@sel.barc.usda.gov	Det Label (1994)										L.E.Pena	30-Sep-1998	Chile				Chiloe Island, Ahoni Alto						-3681.0			
ASILO	ASILO250-17	CCDB-31122-E12		307[0n]	4.0	MG967815	1	No			USNM ENT 01443138	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Stratiomyidae	Beridinae	Microhadrestia	Microhadrestia minuta	USNM Curators												N.E.Woodley	26-Jan-1998	Chile		Osorno		Rio Coihueco, 31 km Northwest of Las Cascadas	-40.9	-72.7333	222.0						
ASILO	ASILO251-17	CCDB-31122-F01		407[0n]	4.0	MG968199	1	No			USNM ENT 01443139	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Stratiomyidae	Beridinae	Heteracanthia		USNM Curators												A.Friedberg	10-Mar-2001	Bolivia	La Paz			2 km South of Chulumani	-16.3917	-67.53	1750.0			-1.0			
ASILO	ASILO252-17	CCDB-31122-F02		0[n]	4.0		1	No			USNM ENT 01443140	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Stratiomyidae	Beridinae	Neactina	Neactina ostensackeni	USNM Curators							Mounted out of alcohol			Timberline Nothofagus		L.Masner	23-Dec-1983	New Zealand	Nelson			Nelson Lakes National Park, Mount Robert			1200.0			-5.0	Forest	Malaise Trap	
ASILO	ASILO253-17	CCDB-31122-F03		0[n]	4.0		1	No			USNM ENT 01443141	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Stratiomyidae	Beridinae	Neoberis	Neoberis brasiliana	USNM Curators												P.J.Spangler	24-Apr-1980	Paraguay	Paraguari			25 km Southeast Ybycui, Ybycui National Park						-12.0			
ASILO	ASILO254-17	CCDB-31122-F04	BOLD:ADK9826	658[0n]	4.0	MG968119	1	Yes			USNM ENT 01443142	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Stratiomyidae	Beridinae	Oplachantha	Oplachantha subcrassicalx	USNM Curators		Det Label (2001)										M.Hauser, S.Gaimari, D.Yeates	06-Sep-2000	Bolivia	Cochabamba			Cochabamba, 20 km Southwest of Villa Tunari Rio Avispha	-17.0248	-65.5277	460.0			-2.0		Malaise Trap	
ASILO	ASILO255-17	CCDB-31122-F05		407[0n]	4.0	MG967873	1	No			USNM ENT 01443143	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Stratiomyidae	Pachygastrinae	Acanthinomyia	Acanthinomyia elongata	USNM Curators												K.Sarv	31-Aug-2007	French Guiana				Regina Kaw, Kaw Mountians, Point Road 40	4.56	-52.2067	300.0			-14.0		Malaise Trap	
ASILO	ASILO256-17	CCDB-31122-F06		372[0n]	4.0	MG967954	1	No			USNM ENT 01443144	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Stratiomyidae	Pachygastrinae	Ageiton	Ageiton ater	Norman E. Woodley	nwoodley@sel.barc.usda.gov	Det label (1990)										A.Freidberg	07-Nov-1987	Cameroon				Rt. N9 20 km East of Sangmelima									
ASILO	ASILO257-17	CCDB-31122-F07		0[n]	4.0		1	No			USNM ENT 01443145	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Stratiomyidae	Pachygastrinae	Argyrobrithes	Argyrobrithes albopilosus	USNM Curators		Det Label (2002)											30-Sep-2001	Seychelles				Silhouette Island, Jardin Marron			350.0			-364.0		Malaise Trap	
ASILO	ASILO258-17	CCDB-31122-F08	BOLD:AAP3055	658[0n]	4.0	MG967762	1	Yes			USNM ENT 01443146	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Stratiomyidae	Pachygastrinae	Ptilocera	Ptilocera continua	USNM Curators												Lingafelter, Pham Jendek	25-Apr-2012	Vietnam	Ninh Binh			Cuc Phuong National Park	20.3502	105.59299999999999	439.0						
ASILO	ASILO259-17	CCDB-31122-F09		304[0n]	4.0	MG967830	1	No			USNM ENT 01443147	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Stratiomyidae	Pachygastrinae	Rosapha	Rosapha variegata	Rudolf Rozkosny	rozk@sci.muni.cz	Det Label (2010)										E.Jendek, O.Sausa	15-May-2002	Malaysia				Pahang, 30 km Northeast of Raub, Lata Lembik	3.9333	101.633	300.0	100.0		-23.0			
ASILO	ASILO260-17	CCDB-31122-F10		407[0n]	4.0	MG968017	1	No			USNM ENT 01443148	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Stratiomyidae	Pachygastrinae	Saldubella	Saldubella signatipennis	USNM Curators												S.E.Miller, P.M.Miller	24-Jul-1983	Papua New Guinea	Morobe		Wau	Wau Ecology Institute	-7.34	146.715	1200.0			-12.0	Secondary Montane Forest		
ASILO	ASILO261-17	CCDB-31122-F11		0[n]	4.0		1	No			USNM ENT 01443149	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Stratiomyidae	Pachygastrinae	Stratiosphecomyia	Stratiosphecomyia variegata	Norman E. Woodley	nwoodley@sel.barc.usda.gov	Det Label (1980)					N.E.Woodley Collection Donated 2005					F.G. Howarth	26-May-1967	Laos				Maung Sayaboury			300.0						
ASILO	ASILO262-17	CCDB-31122-F12	BOLD:ABV4012	407[0n]	4.0	MG968227	1	No			USNM ENT 01443150	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Stratiomyidae	Pachygastrinae	Steleoceromys		USNM Curators												R.Copeland	10-Jul-1999	Kenya	Western			Kakamega Forest	0.2355	34.8645				-7.0		Malaise Trap	
ASILO	ASILO263-17	CCDB-31122-G01		0[n]	4.0		1	No			USNM ENT 01443151	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Stratiomyidae	Pachygastrinae	Strobilaspis		USNM Curators												P.Hanson	30-Apr-1990	Costa Rica				San Jose, Ciudad Colon	9.9167	-84.25	800.0			-60.0			
ASILO	ASILO264-17	CCDB-31122-G02		0[n]	4.0		1	No			USNM ENT 01443152	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Stratiomyidae	Pachygastrinae	Synaptochaeta		USNM Curators												M.Wasbauer, J.Wasbauer, H.Real	14-Dec-1989	Ecuador	Napo			Huahua Sumaco km 45 on Hollin-Loreto Road									
ASILO	ASILO265-17	CCDB-31122-G03		307[0n]	4.0	MG967798	1	No			USNM ENT 01443153	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Stratiomyidae	Pachygastrinae	Tinda	Tinda nigra	USNM Curators												A.Friedberg	16-Sep-1998	Malawi				Center Ntchisi Rt. T350									
ASILO	ASILO266-17	CCDB-31122-G04		0[n]	4.0		1	No			USNM ENT 01443154	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Stratiomyidae	Pachygastrinae	Vittiger		USNM Curators												P.Hanson	31-Jan-1990	Costa Rica	Alajuela			Los Chiles de Aguas Zarcas	10.4	-84.3333	300.0			-30.0		Malaise Trap	
ASILO	ASILO267-17	CCDB-31122-G05	BOLD:ACA1286	658[0n]	4.0	MG968058	1	Yes			USNM ENT 01443155	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Stratiomyidae	Pachygastrinae	Gabaza		Meredith E Miller	meredithellenmiller@gmail.com	BIN ID Tree May 2018										S.W.Lingafelter	05-Jun-2011	Vietnam	Cao Bang			Phja-Den Environs	22.5671	105.87100000000001	987.0			-11.0		At Light	
ASILO	ASILO268-17	CCDB-31122-G06	BOLD:ADK8801	658[0n]	4.0	MG967883	1	Yes			USNM ENT 01443156	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Stratiomyidae	Pachygastrinae	Zabrachia		USNM Curators												S.W.Lingafelter	17-Mar-2017	United States	Arizona	Cochise County		Douglas, Airport Park	31.3479	-109.509	1262.0						On cut branches
ASILO	ASILO269-17	CCDB-31122-G07	BOLD:ADK9830	658[0n]	4.0	MG968085	1	Yes			USNM ENT 01443157	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Stratiomyidae	Clitellariinae	Abasanistus	Abasanistus aureopictus	M. Hauser	mhauser@cdfa.ca.gov	Det Label (1999)		M								G.Barria, M.E.Irwin	01-Feb-1998	Chile	Santiago			Queb la Plata, 5 km West of La Rinconada de Maipu	-33.4984	-70.9042	400.0			-21.0		Malaise Trap	in cyn bottom
ASILO	ASILO270-17	CCDB-31122-G08		407[0n]	4.0	MG967902	1	No			USNM ENT 01443158	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Stratiomyidae	Clitellariinae	Chordonota		USNM Curators												N.E.Woodley	01-Dec-2013	Bolivia	Santa Cruz			Florida, 23.1 km South-Southeast of Cuevas at Rio Paichua	-18.3195	-63.678999999999995							
ASILO	ASILO272-17	CCDB-31122-G10		0[n]	4.0		1	No			USNM ENT 01443160	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Stratiomyidae	Clitellariinae	Labocerina	Labocerina atrata	Norman E. Woodley	nwoodley@sel.barc.usda.gov	Det Label (1991)										A.S.Menke, L.Hollenberg	02-Apr-1981	Venezuela	Aragua			2 km North of Ocumare de la Costa						-2.0			
ASILO	ASILO273-17	CCDB-31122-G11		407[0n]	4.0	MG967974	1	No			USNM ENT 01443161	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Stratiomyidae	Clitellariinae	Cyphomyia	Cyphomyia albomaculata	USNM Curators												N.E.Woodley	12-Dec-2014	Dominican Republic	Pedernales			Pedernales	18.0343	-71.7419	5.0						
ASILO	ASILO274-17	CCDB-31122-G12		407[0n]	4.0	MG968128	1	No			USNM ENT 01443162	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Stratiomyidae	Clitellariinae	Clitellaria	Clitellaria orientalis	USNM Curators												A.Konstantinov, M.Volovitsh	31-May-2002	China				27 km Northwest of Lijiang Yulongshan	26.8233	99.8908	2649.0						
ASILO	ASILO275-17	CCDB-31122-H01	BOLD:ADK8957	658[0n]	4.0	MG968154	1	Yes			USNM ENT 01443163	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Stratiomyidae	Clitellariinae	Nigritomyia	Nigritomyia maculipennis	Norman E. Woodley	nwoodley@sel.barc.usda.gov	Det Label (2011)											28-Feb-2001	Indonesia	Sulawesi Selatan			Sulawesi Selatan Patunuang	-5.1558	119.47399999999999				-27.0			
ASILO	ASILO276-17	CCDB-31122-H02		407[0n]	4.0	MG968131	2	No			USNM ENT 01443164	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Stratiomyidae	Clitellariinae	Pycnomalla	Pycnomalla splendens	M. Hauser	mhauser@cdfa.ca.gov	Det Label (1997)		F			N.E.Woodley Collection Donated 2003					M.Hauser	12-Mar-1997	Morocco				Antiatlas S Ait-Baha	30.0	-9.0333							
ASILO	ASILO277-17	CCDB-31122-H03		407[0n]	4.0	MG967791	1	No			USNM ENT 01443165	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Stratiomyidae	Clitellariinae	Adoxomyia	Adoxomyia cinerascens	USNM Curators		Det Label (1999)					Carnegie Museum Specimen Number CMNH-57, 020					C.Young	23-Jun-1999	Kyrgyzstan				Dzhalalabad, Kurp Saj Ravine	41.4833	72.3667	900.0						
ASILO	ASILO278-17	CCDB-31122-H04	BOLD:ADK8566	658[0n]	4.0	MG968146	1	Yes			USNM ENT 01443166	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Stratiomyidae	Clitellariinae	Abavus		USNM Curators												K.Sarv	03-Mar-2007	French Guiana				Regina Kaw, Kaw Mountians, Point Road 40	4.56	-52.2067	300.0			-19.0		Malaise Trap	
ASILO	ASILO279-17	CCDB-31122-H05	BOLD:ADK8372	632[0n]	4.0	MG968136	1	Yes			USNM ENT 00189125	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Stratiomyidae	Clitellariinae	Acropeltates	Acropeltates kerteszi	USNM Curators												D.Mathis, W.N.Mathis	11-Aug-2001	Costa Rica	Puntarenas			5 km South of Rincon	8.7017	-83.5133	95.0			-1.0			
ASILO	ASILO280-17	CCDB-31122-H06		307[0n]	4.0	MG968211	1	No			USNM ENT 01443168	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Stratiomyidae	Clitellariinae	Acropeltates		Meredith E Miller	meredithellenmiller@gmail.com	BIN ID Tree May 2018					Ecuador Peace Corps Smithsonian Institition Aquatic Insect Survey					J.Cohen	29-Jul-1976	Ecuador	Pichincha			47 km South of Santo Domingo, Rio Palenque Biological Station			229.0					Malaise Trap	
ASILO	ASILO281-17	CCDB-31122-H07	BOLD:ADK9361	658[0n]	4.0	MG967893	1	Yes			USNM ENT 01443169	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Stratiomyidae	Clitellariinae	Euryneura	Euryneura peruana	USNM Curators												N.E.Woodley	30-Oct-2007	Bolivia	Santa Cruz			Florida, Refugio Los Volcanes, 4 km N of Bermejo	-19.6	-63.6	1100.0	100.0					
ASILO	ASILO282-17	CCDB-31122-H08		407[0n]	4.0	MG967829	1	No			USNM ENT 01443170	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Stratiomyidae	Clitellariinae	Diaphorostylus		USNM Curators												D.Gaimari	16-Mar-2001	Bolivia	La Paz			5 km West of Mapiri, Arroyo Tuhiri	-15.2967	-68.26	750.0						
ASILO	ASILO283-17	CCDB-31122-H09	BOLD:ADK8572	642[0n]	4.0	MG967766	1	Yes			USNM ENT 01443171	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Stratiomyidae	Clitellariinae	Ditylometopa	Ditylometopa elegans	Norman E. Woodley	nwoodley@sel.barc.usda.gov	Det Label (2009)										N.E.Woodley	12-Nov-2003	Bolivia	Santa Cruz			Ichilo, Hotel Flora y Fauna, 4-6 km South-Southeast of Buena Vista	-17.4992	-63.5525	450.0	50.0					
ASILO	ASILO284-17	CCDB-31122-H10		407[0n]	4.0	MG968096	1	No			USNM ENT 01443172	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Stratiomyidae	Clitellariinae	Quichuamyia	Quichuamyia aplanatantennae	C. Brammer		Det Label (no date)					Project MAXUS Lot 1523					T.L.Erwin	20-Jun-1996	Ecuador	Napo			1 km South of Res Ethnica Waorani, Okone Gare Camp, Trans Ent, At Transect 1, Station 3	-0.6528	-76.4333	220.0				Terre Firme Forest		Insecticidal fogging of mostly bare green leaves, some with covering of lichenous or bryophytic plants
ASILO	ASILO285-17	CCDB-31122-H11		0[n]	4.0		1	No			USNM ENT 01443173	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Stratiomyidae	Clitellariinae	Campeprosopa	Campeprosopa longispina	F. Mason		Det Label (2014)					12 Revision 2006 Camperorosopa Msn&Rzkn					A.Friedberg	20-Apr-1980	India				Meghalaya Shillong Botanical Gardens									
ASILO	ASILO286-17	CCDB-31123-A01	BOLD:ADK9408	658[0n]	4.0	MG968217	1	Yes			USNM ENT 01443174	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Stratiomyidae	Clitellariinae	Dieuryneura	Dieuryneura stigma	USNM Curators												S.W.Lingafelter	14-Aug-2015	United States	Texas	Presidio County		Dalquest Desert Research Station headquarters	29.5631	-103.806	1275.0					UV Light Trap	
ASILO	ASILO287-17	CCDB-31123-A02		0[n]	2.0		1	No			USNM ENT 01443175	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Stratiomyidae	Clitellariinae	Eudmeta	Eudmeta marginata	USNM Curators												J.Bogenberger	19-Apr-1984	Philippines				Palawan, Brooke`s Point, Tigoplan River	10.0833	117.667							
ASILO	ASILO288-17	CCDB-31123-A03		0[n]	2.0		1	No			USNM ENT 01443176	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Stratiomyidae	Clitellariinae	Octarthria		Norman E. Woodley	nwoodley@sel.barc.usda.gov	Det Label (1988)										A.Dyce, W.Wirth	26-Oct-1985	Australia	Western Australia			Yanchep National Park						-4.0			Truck Trap
ASILO	ASILO289-17	CCDB-31123-A04		0[n]	2.0		1	No			USNM ENT 01443177	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Stratiomyidae	Clitellariinae	Ruba	Ruba cincta	Norman E. Woodley	nwoodley@sel.barc.usda.gov	Det Label (1991)										A.Friedberg	28-Apr-1980	India				Meghalaya Nongph-Forest						-3.0			
ASILO	ASILO290-17	CCDB-31123-A05		0[n]	2.0		1	No			USNM ENT 01443178	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Stratiomyidae	Chrysochlorininae	Chromatopoda	Chromatopoda annulipes	Norman E. Woodley	nwoodley@sel.barc.usda.gov	Det Label (1991)	BOLD_Curation_from_Chromatopoda bicolor|				N.E.Woodley Collection Donated 2003					D.J.Bickel	06-Jul-1977	Vanuatu				Bushmans Bay, Malakula									
ASILO	ASILO291-17	CCDB-31123-A06		407[4n]	2.0	MG967810	1	No			USNM ENT 01443179	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Stratiomyidae	Chrysochlorininae	Chrysochlorina	Chrysochlorina currani	USNM Curators												G.Nearns	19-Dec-2004	Bolivia	Santa Cruz			40 km Northwest of Sanata Cruz, Potrerillo del Guenda			400.0						
ASILO	ASILO292-17	CCDB-31123-A07		0[n]	2.0		1	No			USNM ENT 01443180	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Stratiomyidae	Chrysochlorininae	Pelagomyia	Pelagomyia illucens	USNM Curators		Det Label (no date)		M		Paratype	Bredin-Archbold Smithsonian Biological Survey Dominica					G.Steyskal	02-Jun-1966	Dominican Republic				Clark Hall Estate									
ASILO	ASILO293-17	CCDB-31123-A08		407[0n]	4.0	MG968157	1	No			USNM ENT 01443181	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Stratiomyidae	Hermetiinae	Chaetohermetia	Chaetohermetia apicalis	Norman E. Woodley	nwoodley@sel.barc.usda.gov	Det label (2002)										G.Kung, M.Sharkey	12-Mar-2000	Colombia	Amazonas			Amacayacu National Park	-3.82	-70.26				-4.0		Malaise Trap	Malaise #5
ASILO	ASILO294-17	CCDB-31123-A09	BOLD:AAV1064	658[0n]	4.0	MG967891	1	Yes			USNM ENT 01443182	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Stratiomyidae	Hermetiinae	Hermetia	Hermetia coarctata	USNM Curators												N.E.Woodley	17-Feb-2003	Costa Rica	San Jose			Tarrazu, San Carlos, Reserva Riosparaiso, Albergue del Pecari, 16 km North Northeast of Quepos	9.5647	-84.1256	375.0	25.0		-1.0			
ASILO	ASILO295-17	CCDB-31123-A10		0[n]	2.0		1	No			USNM ENT 01443183	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Stratiomyidae	Sarginae	Acrochaeta	Acrochaeta mexicana	D. A. Fachin		Det Label (2012)		F								P.Hanson	31-May-1991	Costa Rica	Puntarenas			3 km Southwest of Rincon	8.6833	-83.4833	10.0			-91.0		Malaise Trap	
ASILO	ASILO296-17	CCDB-31123-A11		407[0n]	4.0	MG967828	1	No			USNM ENT 01443184	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Stratiomyidae	Sarginae	Cephalochrysa	Cephalochrysa nigricornis	Norman E. Woodley	nwoodley@sel.barc.usda.gov	Det Label (2012)		M			Female head, male body					J.M.LeavengoodJr., E.G.Chapman	03-Jun-2011	United States	Arkansas	Montgomery County		Hickory Nut Mountain CPGD off Hickory Mountian Road	34.5624	-93.4215						Light Trap	Blacklight
ASILO	ASILO297-17	CCDB-31123-A12		0[n]	2.0		1	No			USNM ENT 01443185	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Stratiomyidae	Sarginae	Chloromyia	Chloromyia formosa	USNM Curators												D.Mathis, W.N.Mathis	22-Jul-2004	Switzerland				Valais, Leuk-Rotafen	46.3067	7.67	650.0						
ASILO	ASILO298-17	CCDB-31123-B01	BOLD:ADK9166	658[1n]	4.0	MG967849	1	Yes			USNM ENT 01443186	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Stratiomyidae	Sarginae	Ptectisargus	Ptectisargus flavomarginatus	Norman E. Woodley	nwoodley@sel.barc.usda.gov	Det Label (1991)										A.Friedberg, F.Kaplan	12-Apr-1991	Madagascar				Ambohitra, Joffreville			800.0			-3.0			
ASILO	ASILO299-17	CCDB-31123-B02		407[2n]	2.0	MG968098	1	No			USNM ENT 01443187	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Stratiomyidae	Sarginae	Gongrosargus	Gongrosargus maculipennis	Norman E. Woodley	nwoodley@sel.barc.usda.gov	Det Label (2001)										W.E.Steiner	22-Feb-1990	Madagascar	Fianarantsoa			7 km West of Ranomafana			900.0			-5.0	Montane rainforest	Malaise Trap	Small Clearing
ASILO	ASILO300-17	CCDB-31123-B03		0[n]	4.0		1	No			USNM ENT 01443188	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Stratiomyidae	Sarginae	Himantigera	Himantigera nigrifemorata	USNM Curators												N.E.Woodley	08-Aug-2001	Costa Rica	Heredia			Santo Domingo, INBio Parque	9.9833	-85.0833	1150.0						
ASILO	ASILO301-17	CCDB-31123-B04	BOLD:ABV1718	658[0n]	4.0	MG967986	1	Yes			USNM ENT 01443189	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Stratiomyidae	Sarginae	Merosargus	Merosargus caeruleifrons	USNM Curators							No. 03714					P.H.ArnaudJr., M.M.Arnaud, O.S.FlintJr.	20-Aug-2007	United States	Virginia			Alexandria, Pickett Street	38.8197	-77.1166				-19.0		Malaise Trap	
ASILO	ASILO302-17	CCDB-31123-B05	BOLD:AAG0257	658[0n]	4.0	MG968153	1	Yes			USNM ENT 01443190	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Stratiomyidae	Sarginae	Microchrysa	Microchrysa flaviventris	USNM Curators												W.E.Steiner, J.M.Swearingen	17-Aug-2009	United States	Maryland	Prince George County		Cheverly	38.9333	-76.9167					Mixed Broken forest and residential area	Light Trap	Blacklight in tree canopy
ASILO	ASILO303-17	CCDB-31123-B06	BOLD:ABU8571	407[0n]	4.0	MG968235	1	No			USNM ENT 01443191	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Stratiomyidae	Sarginae	Paraptecticus	Paraptecticus viduatus	USNM Curators												R.Copeland	20-Jan-2010	Burundi				Kibira National Park	-2.9332	29.5058	2177.0			-5.0	Edge of mixed forest/bamboo near meadow	Malaise Trap	
